Ensembl_ID	TCGA-CC-A8HS-01A	TCGA-RC-A6M5-01A	TCGA-DD-A119-01A	TCGA-DD-A3A9-01A	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EK-01A
EAF2	0.671234619	0.466130749	0.924835314	0.588077628	1.69369017	1.375591539	0.657385643	0.539967876
EAPP	3.070469385	3.478538896	4.206311562	3.99846576	3.383136186	4.124283824	4.052508455	3.110465521
EARS2	2.320831076	3.22851896	1.914178235	2.001036332	3.440157173	1.982795934	2.745394967	2.438593107
EBAG9	3.155820104	2.504478658	3.967097022	2.25441013	3.014425567	3.054698296	2.895934383	2.27090275
EBF1	1.159087843	1.293382042	0.292622883	0.823853541	0.163084562	0.330403133	0.719605645	1.232824827
EBF4	2.574612699	1.324024441	1.191262599	2.910160422	0.289390432	2.080609515	2.440242951	0.377192773
EBI3	0.616676246	0.86331152	1.302359676	0.974120092	1.840630921	0.460133576	1.914852189	1.273312495
EBNA1BP2	2.899238843	3.557646139	3.555704994	3.168672884	4.317800781	3.16540442	3.543077362	3.645453435
EBP	5.598583748	4.252865785	7.429698554	6.238597218	6.837521561	6.569372643	4.101116215	6.36956157
EBPL	4.958318058	3.923281491	5.825965857	4.798234824	5.020424433	5.672386259	2.981187506	4.055573811
ECD	3.492632624	2.869959702	2.168386187	2.949207632	3.396265246	3.754503086	3.275639433	2.224227611
ECE1	3.868197871	4.734231697	3.28292011	4.21479848	3.631695214	3.321247655	5.460020277	3.876544558
ECE2	1.283249871	1.243786547	1.823249284	1.715721761	2.576587479	1.610314637	0.851785679	2.03880139
ECH1	5.877075632	5.884499272	6.373375032	7.820142054	7.231637655	7.061640292	3.563987407	7.191229183
ECHDC1	3.182199896	3.391995331	2.867292453	3.304051946	3.47593648	0.411827654	3.372496419	2.380656912
ECHDC2	3.355763425	3.541912002	3.045840653	2.312362736	2.688369128	2.403347622	2.72454509	3.638103115
ECHDC3	4.520954889	3.860206396	4.975816629	5.195171384	3.874321209	0.287778855	0.442589862	5.885090696
ECHS1	8.33773381	8.074364032	7.755552306	8.794802579	8.246574325	7.7051177	5.931586962	8.130361297
ECI1	4.80351729	4.980206847	5.483566249	5.64423165	5.134315817	4.556279421	5.127454772	5.258850812
ECI2	5.015077633	3.984150477	5.727355777	5.956531719	5.183721274	5.263920119	3.556516658	5.294516084
ECM1	1.630143129	2.632373054	1.271700162	3.077622846	1.276795173	0.721307321	3.31604023	1.237202552
ECM2	1.608972627	2.889987619	2.045125238	1.147509234	0.809009028	0.657932033	1.030584353	1.637056864
ECSCR	1.516462859	2.764345096	2.309196815	3.405003244	0.747303471	1.251495923	0.925237027	1.21678532
ECSCR	0	0	0	0.030946193	0	0	0	0.033630095
ECSIT	4.435743256	4.616825908	4.907996123	5.716990251	4.499505736	4.551410531	4.4442224	4.513917465
ECT2	2.679313028	0.522869523	0.652365658	1.130393795	2.631506334	2.06370179	3.385288322	1.085173273
EDA	0.870749114	1.570192762	0.222987128	0.873332119	0.280720227	0.089244907	1.20862531	1.514517729
EDC3	2.407864211	2.111912647	2.052630132	2.412912733	2.833180305	2.753817901	2.490359873	2.047933907
EDC4	2.60213518	2.229665952	0.40032368	1.337668602	1.893327357	1.935317247	3.163841906	2.221445486
EDEM1	3.13481584	3.567240964	3.618450109	2.680423229	2.318957687	3.444521614	3.156302321	3.324570045
EDEM2	4.190844684	4.453571244	4.284567777	4.687661943	5.155071591	4.57453649	4.30850413	4.996469809
EDEM3	4.070913031	2.30420448	3.052859261	3.513143407	3.392039747	4.006298556	3.618510211	3.055361145
EDF1	7.815195513	7.453710195	7.992825445	8.30137872	8.221564359	8.237826654	6.916348398	6.528822806
EDIL3	0.867289609	1.90678806	1.363845632	1.593619693	0.736175639	0.833079403	2.02779717	0.730270293
EDN1	0.528180781	1.12021417	0.688317803	0.724097614	0.109425632	1.116862804	1.010115775	0.527782955
EDNRA	1.457941931	1.192475303	0.917248957	1.741025922	0.65867797	0.688174066	2.428257309	0.613278214
EDNRB	2.550183466	3.1982592	1.788061739	1.940382176	0.621276733	2.290086935	1.855929377	1.208047541
EDRF1	1.818350868	0.735708231	0.314079842	0.771670369	1.205986665	1.650483208	1.484536467	0.567876045
EEA1	2.726585467	1.083958244	1.729427221	0.882313202	2.022588082	1.801274939	2.39160963	1.779472395
EED	2.092110935	0.950921675	1.259341567	1.390991282	1.235227018	1.77358614	2.233567554	1.050398002
EEF1A1	8.144943906	9.041329429	9.195016397	9.38411152	9.364367902	9.5317877	8.004886256	8.129150767
EEF1B2	6.897627197	6.245373635	7.283685866	7.857790099	7.881131165	9.419149339	6.346262263	5.917798164
EEF1D	3.753240222	3.575443284	4.330986066	3.93596962	3.626185289	4.667108773	2.984938368	3.046687944
EEF1E1	2.209749337	1.824085959	2.970163828	2.764430889	2.532096245	3.352846544	3.256257153	1.499867617
EEF1G	0.249874246	0.20199701	0.240881938	0.588745402	0.289622407	0.417342186	0.120784032	0.16583133
EEF2	7.982348395	9.02522789	7.292715397	8.406093118	9.129412137	9.610207199	9.075394599	8.356228544
EEF2K	2.230511548	2.081305221	1.307219249	1.555604689	2.426536246	1.882234626	2.602932115	2.374926347
EEF2KMT	1.706878002	1.993237361	2.153090876	2.537605576	2.813820974	1.600862854	1.453181032	1.892271846
EEFSEC	3.743391195	2.647448371	3.296640619	4.095068162	4.650559812	3.790760524	2.670282353	3.566153529
EEPD1	2.21901054	1.673361775	1.582547475	2.286030648	3.083142931	2.2203351	2.783869227	3.41655393
EFCAB11	1.160098307	0.605901068	0.541780645	0.782108341	1.122389615	1.150646079	0.971106703	0.392992495
EFCAB12	0.110600099	0.571199651	0.562082544	0.039689162	1.363225645	0.067867803	0.030097154	0.306436816
EFCAB14	3.486906328	3.5645017	2.649130835	3.125845246	3.8030368	3.081411803	4.812245963	3.400766865
EFCAB2	1.101796446	1.640484516	0.73160736	1.283160829	0.993317111	1.658373663	1.668600606	1.195626974
EFCAB7	0.558488553	0.484491352	0.242039624	0.218815868	0.745197649	0.601018138	1.257827973	0.205755914
EFCC1	0.454805314	1.185284848	0.679931994	1.378963559	0.076417477	0.441387608	0.507171904	0.132631729
EFEMP2	1.713692539	2.491156163	2.070606507	2.508339024	2.295425246	1.643925097	2.096148603	0.986096513
EFHC1	0.654160618	0.731015953	0.243378465	0.415408224	0.975977966	0.579082125	1.217005794	0.199727098
EFHD1	2.443211393	1.428879058	0.63876849	1.595324209	3.954872325	0.722246097	1.196110399	4.133769132
EFHD2	4.941510987	3.614216306	4.176922559	4.409319298	4.669100857	4.089403111	4.536159809	4.546654586
EFNA1	6.98166788	7.245254673	6.94133533	6.549888111	7.209701141	7.488096799	6.830449682	5.877724656
EFNA3	0.621138052	1.180456292	2.033091059	0.711324872	3.171663496	0.994209531	1.756893421	1.105175753
EFNA4	3.291884916	1.929506446	2.238638222	3.861705782	3.636337468	3.594016807	3.026869543	2.641312636
EFNB1	2.856869805	3.656629943	2.631297168	3.451320242	3.631919966	2.317249456	3.275267689	3.092573238
EFNB2	3.243640945	3.25205176	1.727274729	2.725780421	0.934765221	1.570624849	2.524133681	1.978211415
EFR3A	3.28094169	2.440295578	4.173590155	2.247977722	2.874004988	2.701864836	3.736089009	3.177311315
EFTUD2	3.580767466	2.568035255	2.38880754	3.282428323	3.576481987	2.823084136	3.549787841	2.47272994
EGFL7	3.911582659	4.635740225	5.244747321	6.201898992	3.211562601	3.376280755	4.711363867	2.516207858
EGFLAM	0.55319837	1.34407858	0.709724389	1.063022034	0.415424804	0.288769434	1.185825991	0.717251999
EGFR	3.146662454	4.180210768	1.63356521	1.035135878	2.736739859	2.108899291	4.932257096	3.365673939
EGLN1	3.817857407	4.138615056	3.482195377	4.341927712	3.787079141	4.209548037	5.345463273	4.648305709
EGLN2	2.913343254	1.759002175	2.587604676	3.169992655	1.73911212	2.15106714	2.305845388	1.745649404
EGLN3	0.785843453	0.939113195	0.631287131	0.636929596	0.717820681	2.29028887	4.805607878	2.002065228
EGR1	4.240964817	5.334988414	4.516691522	5.574171976	5.025778955	4.677118803	3.092398791	3.774189795
EHBP1	2.821575039	2.076108385	1.640278871	2.608558376	2.502681461	2.812566669	3.359397921	2.951179295
EHBP1L1	2.344534784	2.402506334	1.710900203	2.57155539	2.820306222	2.107436964	3.609090109	2.150522439
EHD1	2.653527514	2.389087911	2.347765676	2.422989991	2.616240958	2.26800525	3.217430506	2.762829319
EHD2	3.395685042	4.550080344	3.701788226	4.158010029	2.573015558	3.040388017	3.534159194	4.61252482
EHD3	0.936580628	1.593741089	0.589464325	1.765257811	0.644792819	0.833719941	0.935839752	0.660932874
EHD4	1.958739472	2.916397071	2.251172716	2.908843142	2.650793217	2.348438804	3.075643417	2.799633376
EHHADH	3.494684412	3.82281316	4.91126491	3.619170289	5.30578593	3.326998608	2.048401127	5.407207592
EHMT1	3.460199348	1.21128439	0.842603057	1.162787002	1.795763834	1.758758527	1.991572229	1.146749882
EHMT2	3.938877613	2.409261769	2.939825981	3.25163078	3.433703407	3.918392616	3.111306057	2.542067094
EI24	6.145070351	4.530492397	5.480691607	4.452524116	5.065977224	5.66774026	4.597408565	5.508011025
EID1	5.042671672	5.187314056	4.5296504	5.26445853	5.560145504	5.454554237	5.539641693	6.411241939
EID2	3.496232117	2.413340435	2.227023129	2.509395417	2.486251659	2.944963558	2.752238567	2.232055212
EID2B	1.163022948	0.49822989	0.281698914	0.774491954	0.488571117	1.051627773	0.933399748	0.266321805
EIF1	6.772546361	6.785947009	8.008844927	7.664087411	7.217065285	7.317487411	7.053049363	6.897441961
EIF1AD	3.351147471	2.321013184	2.975948589	2.64237753	2.660498328	3.077665632	2.998510082	2.591895897
EIF1AX	3.628164897	3.331689598	3.404301225	3.299134628	4.089351732	4.964111422	4.338079838	3.575514427
EIF1B	4.606377639	3.511387633	4.618028091	4.150549393	4.717165798	5.178199371	3.398078903	4.034543639
EIF2A	4.059242121	4.021108699	3.776972147	3.944803647	5.012437793	4.861525983	4.210671066	3.393354853
EIF2AK1	5.041021331	4.437221177	3.950035601	4.963844468	5.454079044	5.254701347	5.86274597	4.617691598
EIF2AK2	2.713808342	1.452042037	1.54305151	1.253367722	2.107950005	2.486825658	2.77327023	1.261663638
EIF2AK3	2.637392403	1.70455824	1.24022864	1.890124472	2.117067602	2.397987259	3.649955089	1.851720362
EIF2AK4	2.268840499	1.614192088	1.085490292	1.53088681	2.807812599	2.517876864	2.904546531	2.331646174
EIF2B1	4.343807134	3.026154734	3.824651989	3.256039466	3.998175498	3.664323676	3.884354301	2.897300429
EIF2B2	1.27414805	2.142760566	2.349041247	2.684670788	2.564851339	2.565749982	2.820399168	1.994727544
EIF2B3	2.29531981	2.541893001	2.945601859	2.514301043	3.442263955	2.100694505	2.449111273	2.345005524
EIF2B4	3.198783823	2.230178062	3.061420988	2.965184571	3.200167647	3.054609782	2.718434967	2.267228083
EIF2B5	3.565353059	2.499776436	2.308181152	2.941677665	3.15732115	3.030860884	2.881564121	2.412212468
EIF2D	3.371834269	2.715030293	2.356417911	3.114710536	3.498790645	3.495071341	2.525546793	2.879547994
EIF2S1	2.070387873	2.841480273	3.483622558	2.907096577	3.157773089	3.243277742	4.087780699	2.75668101
EIF2S2	5.029327456	4.41825357	4.742013538	5.469080657	5.056497345	5.482453084	5.411360721	4.025542232
EIF2S3	4.796350762	5.005133941	4.863104194	4.749142804	5.649595668	6.239516701	5.734500302	4.50063216
EIF3A	5.123575735	4.077875182	3.77104417	3.450361399	5.245419063	5.40637123	5.204556119	4.857707274
EIF3B	4.336471351	4.018274317	4.343189849	4.651208555	4.667338036	4.580512787	4.465657098	3.694265591
EIF3C	0.280426389	0.813743065	0.080789875	0.243164129	1.202116727	0.881137605	1.037775995	0.710448929
EIF3D	4.895883047	4.762010922	5.239832755	5.611364062	6.44980399	5.984128938	5.075288265	4.263238099
EIF3E	4.545016793	4.613219252	5.888219796	4.36924102	5.312954585	6.69219094	4.287614489	3.681843205
EIF3F	3.422557623	3.102489357	4.180214564	4.336501393	3.871437147	3.954541477	3.261344006	3.163895405
EIF3G	5.285422074	4.941675961	5.566475652	5.795841722	5.340449796	6.05090839	4.402302159	4.470872965
EIF3H	3.930334291	4.209473039	5.338592133	4.422609244	4.984753324	5.298143073	3.890928788	3.516282663
EIF3I	5.913796131	6.572427946	5.979723115	5.994247152	5.895506375	5.748369568	5.739220765	5.944368095
EIF3J	3.718484808	4.024317551	4.184335871	4.112058348	4.431920169	4.84133053	4.517566875	3.523001373
EIF3K	5.49776487	5.786645989	6.782415153	6.749119726	5.406717611	6.097535015	5.741547791	4.983754084
EIF3L	4.265064746	4.063939005	1.719580239	4.263454605	5.486301764	5.800724733	5.070328504	3.815112855
EIF3M	3.972067323	3.291348336	4.143613405	4.017412837	3.982435977	4.318132868	3.818242588	2.823038579
EIF4A1	1.268415121	0.658862113	0.063089743	0.140346223	0.607754432	0.861268791	0.930577793	0.186255211
EIF4A2	6.267993194	4.32665653	5.288738394	5.110308096	6.447153608	5.85691153	5.679982707	4.168400607
EIF4A3	3.797416718	2.862768759	3.460733685	3.734249662	3.941782768	3.404002803	3.713026558	2.828662723
EIF4B	5.27644155	4.783211921	4.786952042	4.78103899	6.032665943	6.439137294	5.334082652	4.546374255
EIF4E	1.344579381	0.913731186	0.873135238	0.677381538	0.773635057	1.310820275	1.843474172	1.197580403
EIF4E2	3.500792839	2.482106083	3.271947167	4.143981206	3.378590198	4.156004214	2.88819552	2.767990847
EIF4E3	0.530790819	1.20020923	0.603044682	0.527470665	0.282227283	0.682530532	1.499775952	0.751909624
EIF4EBP1	5.696491999	4.411364964	3.945990826	4.752589349	4.481444373	3.981999377	5.005206282	5.586913774
EIF4EBP2	5.308223151	4.629317012	5.044911689	5.142163612	5.832219096	6.023600999	5.163173536	4.501133031
EIF4EBP3	1.663523951	3.419729153	4.664676507	4.587715377	2.741761015	2.848993388	0.798488881	3.557376
EIF4ENIF1	2.891978361	1.413806303	1.499126374	1.880389354	2.508673315	2.329360931	2.332365427	1.535746021
EIF4G1	5.770083578	5.397559597	4.972674387	5.146302476	5.932423321	4.996511239	5.666353273	5.63608482
EIF4G2	6.878921981	5.168162353	4.821731413	5.498209578	6.045395384	5.912770301	7.265754224	5.931846137
EIF4G3	2.254306863	3.44890188	1.397307595	1.715129349	2.441996806	1.984640769	3.323670039	2.826056137
EIF4H	5.318460838	5.496698385	4.378315987	4.757483222	5.911897863	5.606682932	6.155977821	5.271035366
EIF5	4.868839205	4.293688376	4.29004573	3.908438433	4.104349678	4.926363144	5.303339888	3.807728543
EIF5A	6.4862207	6.665954859	6.730653371	5.739480186	7.032567076	6.799880789	5.519031923	5.729005246
EIF5A2	1.717252709	0.881348121	0.436127714	0.509338598	2.130145173	1.17537419	2.075986594	1.721815917
EIF5AL1	0.202223634	0.172155338	0.168340618	1.140829367	0.218673913	1.109991497	0.857935654	0.159535074
EIF5B	3.759663192	2.87208286	3.370186644	4.058268242	3.533356444	4.355736719	4.165959437	3.107752435
EIF6	6.759782758	5.865250943	7.223248	6.977321797	6.735540997	6.345191281	5.353208385	5.626544755
ELAC1	2.162487219	0.657512865	1.653342122	1.001042107	1.203941506	1.204773913	1.516619283	1.11549817
ELAC2	3.280248245	3.303829931	2.21098273	3.775345966	3.349938085	3.351501411	2.742090794	2.251472869
ELAVL1	3.79021645	2.743988829	2.981316803	3.198323741	3.667949335	3.471816687	3.582951034	3.386625894
ELF1	3.047809695	2.760301865	2.008517014	2.131415662	3.110306541	3.888883011	3.896824784	2.340500682
ELF2	2.072116507	1.421240175	1.034560558	1.175589451	1.903416639	1.956105136	2.609387622	1.292409169
ELF3	3.170784323	2.15009105	3.376765952	3.363191228	3.258000938	4.342074787	6.064674464	3.322561047
ELF4	2.716590949	1.021063229	0.402586813	1.054644599	0.638544165	0.461188003	3.583318821	1.048021515
ELFN1	1.478504565	0.81177621	1.185279556	3.491803685	4.057693244	0.948052763	1.087159525	3.842902034
ELK1	3.418519585	3.464631181	2.218038929	2.805451859	3.727565558	3.4545784	3.449896532	3.295485029
ELK3	1.906387625	3.702413557	2.207293	3.237582776	1.079644256	2.482663761	2.847574575	1.584053264
ELK4	2.389721479	2.126623886	2.032874218	2.236565926	1.57190137	2.618451069	2.898515877	2.188330801
ELL	2.134504455	1.990920484	1.47319912	1.561982022	2.643895309	2.487161786	2.855372814	1.835842257
ELL2	2.640017787	4.364683923	3.415058035	1.904349779	3.387846286	4.111840054	2.686736751	2.995662277
ELMO1	1.314439758	1.895911432	1.163255032	1.485545023	3.6014887	2.807325062	1.996117333	2.417137116
ELMO2	3.117771958	1.814524182	1.006067695	1.685266487	2.672038634	1.677450459	2.515337432	1.978385148
ELMO3	1.752134887	2.187287206	3.532313532	3.180433777	2.157038069	2.844323601	5.035236633	1.480046219
ELMOD2	2.41686828	1.60056297	1.830633343	2.030296155	2.809393811	2.0489082	3.543122429	1.527483119
ELMOD3	2.380432724	1.027242327	0.780452427	1.727051756	1.555992728	1.658064032	2.00846824	1.375839765
ELN	2.171033251	3.255572864	2.6719959	2.898369646	0.045474012	0.867670155	1.004865996	0.378311768
ELOF1	3.550660984	3.372461809	3.358964838	3.837070105	3.326716825	3.651638872	3.073696076	3.200743368
ELOVL1	3.960022934	4.280665285	3.818612303	4.555444106	5.408245854	3.916041353	5.751605073	4.230238909
ELOVL2	5.64433189	1.486903145	4.3719778	3.16133501	5.53243053	5.942329797	1.951032116	3.808089449
ELOVL5	3.905020755	3.321411514	4.962883573	3.973746151	5.183096006	4.486497855	5.931553809	5.123661578
ELOVL6	2.667933983	1.113673739	2.423242905	1.789216159	4.239736793	1.437709768	0.469926313	3.849075855
ELP2	3.111566842	2.000012586	2.762065649	2.159136887	2.705888379	2.490061014	2.669151719	1.789742439
ELP3	2.662703519	2.898121572	1.419704817	2.501691754	2.329436393	1.661917707	2.605832734	1.962752001
ELP4	2.427180076	2.042673968	2.146273617	1.873042695	2.311821742	3.354232047	1.803734305	1.901865874
ELP5	3.384036547	3.326172877	3.138425705	3.065223587	3.236871126	3.700252322	3.024714672	2.753965247
ELP6	2.79818056	2.200601659	2.769954398	2.708102792	3.205965428	2.479795087	2.422625615	2.163787957
EMB	0.375365981	0.506989355	0.365804636	0.79887532	0.680263086	0.283915579	2.07507674	0.789297204
EMC1	2.376745204	2.119289305	1.790578064	1.986967913	2.559356402	1.796018226	2.857506125	2.484813575
EMC10	4.049834598	3.756819972	4.020120102	5.141599743	3.817882894	3.913644842	4.059120159	3.49667975
EMC2	3.471403567	3.13782914	4.358393376	2.411679865	3.243450701	3.660732475	3.255557124	2.653937319
EMC3	3.471014386	3.797932732	4.321808854	4.361620629	4.693901801	4.504998885	3.452436541	3.874776852
EMC4	3.585546863	3.792662445	3.824485915	4.620368413	3.97087662	4.426900225	3.893978493	3.507364967
EMC6	2.135893225	2.153873212	1.292765798	2.486709547	1.992975343	1.595100473	2.013200802	1.683732639
EMC7	4.206522789	5.684143486	6.213575665	5.64473127	5.787515326	5.899814599	5.755867262	5.309006406
EMC8	2.07355735	2.38530092	2.713622572	2.732508715	2.575710286	2.206822104	3.068877411	2.4888951
EMC9	3.504585174	2.064674045	3.561772239	3.255589974	4.028415513	2.735262127	3.072161541	2.837135732
EMCN	1.387551285	2.637419771	2.031728864	2.267935436	0.371607987	1.176800942	1.096179932	0.405472974
EMD	3.654207963	4.459430876	4.356333715	4.244966894	4.807698426	4.288160017	4.075526364	4.215026816
EME1	1.534581279	0.073720029	0.122722667	0.611299188	1.530675924	0.418200506	0.796299823	0.347798303
EME2	1.741903375	0.924151001	0.397785925	0.3840679	0.800726341	0.496860186	1.735116618	0.446323051
EMG1	1.203589476	1.423355732	2.273623565	2.33634746	1.669350112	1.782621601	1.294565441	1.401385539
EMID1	1.610271085	2.39477501	2.122458066	1.973379007	1.847354896	2.153731758	0.376209792	0.693713093
EMILIN1	2.079932304	5.079083386	3.533624126	4.635786314	1.407746224	1.826077441	3.486121732	1.663264304
EMILIN2	1.778633524	0.312119541	1.354249464	1.614855945	1.537788238	0.680275599	1.674274573	1.622251769
EML1	1.170238998	1.000210854	0.162385425	0.559361441	0.089089337	0.499327597	1.101674945	0.249193924
EML2	2.870434419	1.756422309	1.347523715	1.724022604	1.401769098	2.359451435	1.859506354	1.979094198
EML3	2.742249894	2.721038708	2.094103237	2.662302404	2.311496629	1.911788871	2.996155028	2.682424767
EML4	4.443438205	2.559647385	2.476348058	4.290907651	4.625957491	4.241081224	3.126413155	3.413702412
EML6	0.537015631	0.071967164	0.023570878	0.032227508	0.264950249	0.393213176	0.055480571	0.093780716
EMP1	1.972386543	3.53553575	2.013910291	2.226800046	0.911063818	1.228053941	2.266857125	1.531272444
EMP2	2.481028552	3.055385683	3.45050418	2.959448668	3.363699002	2.050854607	1.667405786	3.009068233
EMP3	1.798112162	2.702527513	2.654491282	3.426047778	2.869002362	1.435092562	2.907079241	2.92446007
ENAH	3.389731497	1.448415869	1.66217374	2.622094705	2.651895478	1.524050668	4.157799931	3.135691077
ENC1	1.746866465	1.247832095	1.779845433	1.755849932	3.342006898	3.669027482	2.111025668	1.423420979
ENDOD1	1.026057322	3.167581865	1.669064921	2.050567358	1.169189693	1.594629375	5.142116859	1.963147662
ENDOG	2.550172702	2.921658823	3.634207675	2.517761968	2.400365256	2.581245573	2.681957402	2.570475259
ENDOV	1.224405213	1.262011298	1.963760775	1.477798613	0.838620442	0.936458957	2.232716476	1.237968477
ENG	3.741775314	5.827817959	3.840694949	5.478427852	2.704407746	3.019656043	4.529935921	3.878776918
ENGASE	2.227026858	2.059662514	1.584373237	1.42156552	1.888668331	1.937498963	2.195069443	1.141359982
ENKD1	1.390442627	2.222954336	1.820232657	1.477205444	1.915974751	1.669312293	2.763116084	1.64018209
ENO1	7.024721632	8.303531444	7.584012891	6.674245563	7.405628163	6.975854263	9.516207548	8.035286478
ENO2	0.361696729	1.110262498	0.508645407	0.782933252	1.160197651	0.755798531	3.624816828	2.225396203
ENO3	3.99757833	0.65804199	1.784338266	0.8437476	4.054508681	1.783811734	0.823252594	3.364512223
ENOPH1	4.388315184	3.116913333	3.418827942	2.817809422	3.285517448	3.960290823	4.325255773	4.358403836
ENOSF1	3.233592498	1.474595297	1.987957005	2.184117943	1.811791107	1.421956429	2.88516887	2.235290404
ENOX2	1.195545426	1.976424787	0.927029008	1.375312487	1.557729571	1.634239667	1.831153586	1.706774902
ENPEP	2.531977886	2.438528343	1.480245462	0.931891091	1.430153482	0.561968385	1.637652523	3.636938876
ENPP1	3.586751417	3.361341881	1.632416671	3.235939235	2.929050832	2.592051866	1.123693138	2.351318619
ENPP2	3.972630696	2.662998736	1.473306509	4.537053128	3.288110666	3.448052821	1.865331758	3.631408237
ENPP4	1.661095927	1.605105744	1.362926182	1.09744311	2.326728856	3.613435561	3.242022822	2.426188217
ENSA	5.218468119	4.473314403	5.105466417	5.705395706	4.331869462	5.378479743	5.084269685	4.160399951
ENTPD1	1.756223543	2.100301105	1.080842521	1.72618293	1.024332753	1.260007008	2.023886687	0.952158868
ENTPD2	1.818732646	0.856715559	0.71254716	1.539045218	3.44296563	2.45011402	0.84546768	1.919263352
ENTPD4	2.322486571	1.845435235	0.53372642	1.293745148	1.648568818	1.067002186	3.472620125	1.47667946
ENTPD5	2.920521598	3.672428169	3.145026086	4.312383503	4.357473688	3.665725687	3.133655919	4.68302578
ENTPD6	4.672741495	3.460935429	3.410805555	4.313444309	4.275050688	4.488444801	4.604884172	3.026216454
ENTPD7	2.365919847	1.79786657	0.756835322	1.285498518	2.639170571	1.683917907	1.748349735	2.264874766
ENTPD8	2.36040927	1.009381447	2.526858523	3.087409505	0.935448718	0.693625863	3.058967456	2.632178943
ENY2	3.540843407	2.821445731	4.735749147	2.476990829	3.153373592	3.374864501	2.186853307	2.546630688
EOGT	1.008772009	1.434054888	1.046379492	1.185160084	1.123538323	0.754251502	1.508652335	1.113559002
EP300	3.891020439	2.151504942	1.38485959	1.503829202	3.18966399	3.042840389	3.110771996	3.166043043
EP400	2.457853379	1.193252576	0.911856679	0.791244073	1.551368189	1.184692313	2.452603806	1.317336489
EPAS1	5.105139235	5.820636293	3.377459407	5.590679334	4.854235761	4.177282184	5.435221577	4.511770321
EPB41	2.183654689	2.582107872	0.959077952	1.518016262	2.971177212	2.469357156	3.14508443	2.947783241
EPB41L1	1.853635822	2.928691467	2.035768487	1.300043053	2.591440591	1.696610375	3.050051028	1.705413317
EPB41L2	2.500624058	2.556882743	0.899307044	1.26516675	3.658394369	1.024225531	2.666008929	1.258785637
EPB41L3	0.10021977	0.399985941	0.499282826	0.218872061	0.786988591	0.136201113	1.065094146	0.574834808
EPB41L4A	0.146949032	0.418568019	0.021351226	0.135834983	0.040847567	0.219654104	2.527096773	0.690692293
EPB41L4B	3.26617548	2.606212051	2.147716566	1.2994836	3.05814127	3.349072621	0.289591598	1.033342193
EPB41L5	3.08955306	1.948767943	1.859697923	1.517683402	3.377107936	3.035481459	2.453657122	2.447819315
EPC1	1.995112702	1.148722771	0.887764503	1.484361262	1.381918834	2.510904733	1.933902028	1.160528065
EPC2	2.290216626	1.558885827	0.946154056	1.443754943	1.884043275	2.556785872	2.779641841	1.510989553
EPDR1	1.886527698	2.877304885	2.20353029	3.397142968	4.257880068	1.268883775	3.699192951	2.223980912
EPG5	2.012343252	0.806137053	0.64284727	0.662706249	1.284747938	0.852841801	2.148631802	1.116489066
EPHA1	4.31991909	0.312830962	1.259547567	3.337927307	3.593731882	2.871581793	0.353367339	3.902100325
EPHA2	1.67910018	3.675526478	1.669010042	1.889813518	2.965657935	1.789541335	4.784584632	3.171794716
EPHB2	0.39087534	0.59744068	0.250792214	0.198548797	0.919177798	0.093677963	1.188012314	0.331901374
EPHB4	3.999559102	4.317196702	3.380017241	4.992501817	4.789647871	4.790035033	4.007983737	3.819052103
EPHB6	1.591405621	0.695222533	0.172500537	0.72132919	0.444676434	0.125100753	4.870302577	0.304752172
EPHX1	9.490565221	7.067246079	10.1585403	10.99762314	7.675574162	8.930790099	5.256932849	10.1456061
EPHX2	4.077167552	4.66856919	2.753093538	3.632759752	3.71086007	2.358901107	0.655449347	4.064191109
EPM2A	0.821516638	0.783182112	0.798508637	0.777106251	0.703974006	0.463238224	0.917881451	0.855751544
EPM2AIP1	2.92443625	1.377272711	1.30780747	1.114814593	2.325995507	2.43216727	2.022341494	2.258065755
EPN1	4.648680457	3.244588212	2.852343212	3.820001262	3.265661054	3.203757199	3.307204535	3.446631821
EPN2	2.208902988	1.17919944	0.951286428	1.413125661	1.346984403	1.665893501	1.115997999	0.743503744
EPOR	2.577614688	1.255136489	1.073292592	1.307252689	1.575849093	2.073357346	1.030598824	1.530106286
EPS15	2.925148966	2.483280237	2.448048644	2.023637305	3.081785461	2.16097814	4.187008577	3.113509876
EPS15L1	2.026393826	1.701840247	0.884054808	1.505821846	1.945463835	1.884054758	2.339636333	1.894857373
EPS8	1.685248143	3.315609174	2.389453202	1.62523865	2.60647819	2.918600496	2.990512081	3.201420111
EPS8L1	0.422853272	0.25580538	1.131591829	0.508972195	0.142511729	0.259844456	3.751102463	0.122329817
EPS8L2	5.726761353	3.246544498	3.539904063	4.753428881	4.651623316	4.191814926	6.070238994	3.887319858
EPSTI1	0.638121218	1.145074777	0.843520478	0.74800467	0.506337948	0.222676313	1.368552885	0.927716084
ERAL1	5.468599295	4.00077906	4.367057579	5.093828819	5.048487276	4.312867882	4.219588179	3.935773772
ERAP1	1.524765931	2.815312073	2.92701421	1.734235521	2.397795643	1.038854145	4.926212695	2.947888671
ERAP2	1.441266751	0.360021571	2.369359841	1.720229933	1.032807437	0.610836938	2.708892501	1.867533361
