Pathway	Gene	Correlation
Cytokine-cytokine receptor interaction	CCR5	1
Cytokine-cytokine receptor interaction	EBI3	1
Cytokine-cytokine receptor interaction	CD4	1
Cytokine-cytokine receptor interaction	TNFRSF10D	1
Cytokine-cytokine receptor interaction	TNFRSF12A	1
Cytokine-cytokine receptor interaction	TNFSF13	1
Cytokine-cytokine receptor interaction	IL10RA	1
Cytokine-cytokine receptor interaction	IL12RB1	1
Cytokine-cytokine receptor interaction	IL17RA	1
Cytokine-cytokine receptor interaction	IL4R	1
Cytokine-cytokine receptor interaction	CSF1	1
Cytokine-cytokine receptor interaction	CSF1R	1
Cytokine-cytokine receptor interaction	CSF2RA	1
Cytokine-cytokine receptor interaction	CSF2RB	1
Cytokine-cytokine receptor interaction	CCL4	1
ECM-receptor interaction	THBS3	1
ECM-receptor interaction	ITGA3	1
ECM-receptor interaction	ITGA4	1
ECM-receptor interaction	ITGA5	1
ECM-receptor interaction	ITGA8	1
ECM-receptor interaction	ITGAV	1
ECM-receptor interaction	ITGB1	1
ECM-receptor interaction	AGRN	1
ECM-receptor interaction	ITGB4	1
ECM-receptor interaction	TNC	1
ECM-receptor interaction	GP1BA	1
ECM-receptor interaction	CD47	1
ECM-receptor interaction	LAMA3	1
ECM-receptor interaction	LAMA5	1
ECM-receptor interaction	LAMB2	1
Cell adhesion molecules	ITGAM	1
Cell adhesion molecules	ITGB2	1
Cell adhesion molecules	PTPRC	1
Cell adhesion molecules	PTPRF	1
Cell adhesion molecules	CD274	1
Cell adhesion molecules	CD28	1
Cell adhesion molecules	SELPLG	1
Cell adhesion molecules	CD4	1
Cell adhesion molecules	CD86	1
Cell adhesion molecules	CD99L2	1
Cell adhesion molecules	PDCD1LG2	1
Cell adhesion molecules	SIGLEC1	1
Cell adhesion molecules	HLA-DMB	1
Cell adhesion molecules	HLA-DOA	1
Cell adhesion molecules	HLA-DPA1	1
Cell adhesion molecules	HLA-DPB1	1
Cell adhesion molecules	HLA-DQA1	1
Cell adhesion molecules	HLA-DRA	1
Cell adhesion molecules	CNTNAP1	1
Phagosome	ITGAM	1
Phagosome	ITGB2	1
Phagosome	SEC61A1	1
Phagosome	SEC61B	1
Phagosome	CD209	1
Phagosome	CYBB	1
Phagosome	ATP6V0C	1
Phagosome	ATP6V1B2	1
Phagosome	TLR2	1
Phagosome	TLR4	1
Phagosome	TLR6	1
Phagosome	FCGR2A	1
Phagosome	FCGR3A	1
Phagosome	HLA-DMB	1
Phagosome	HLA-DOA	1
Phagosome	HLA-DPA1	1
Phagosome	HLA-DPB1	1
Phagosome	HLA-DQA1	1
Phagosome	HLA-DRA	1
Phagosome	NCF1	1
Phagosome	NCF2	1
Phagosome	NCF4	1
Phagosome	MSR1	1
Phagosome	RAB5C	1
Phagosome	ITGB5	1
Phagosome	ATP6V0A1	1
Phagosome	CORO1A	1
Phagosome	ATP6V1E1	1
Phagosome	HLA-DMA	1
Phagosome	HLA-DQB1	1
Phagosome	HLA-DRB1	1
Phagosome	HLA-DRB5	1
Phagosome	TUBB2A	1
Phagosome	ACTB	1
Lysosome	SLC11A1	1
Lysosome	FUCA1	1
Lysosome	GNS	1
Lysosome	ABCB9	1
Lysosome	HEXA	1
Lysosome	MCOLN1	1
Lysosome	ATP6V0C	1
Lysosome	GALNS	1
Lysosome	IGF2R	1
Lysosome	LAPTM5	1
Lysosome	NAGLU	1
Lysosome	NPC1	1
Lysosome	PPT2	1
Lysosome	MANBA	1
Lysosome	GLB1	1
Lysosome	CTSA	1
Lysosome	CTSC	1
Lysosome	AP1B1	1
Lysosome	AP1S2	1
Cell cycle	HDAC2	1
Cell cycle	SMC3	1
Cell cycle	E2F1	1
Cell cycle	E2F3	1
Cell cycle	FZR1	1
Cell cycle	RAD21	1
Cell cycle	CHEK1	1
Cell cycle	MCM2	1
Cell cycle	MCM3	1
Cell cycle	MCM4	1
Cell cycle	MCM5	1
Cell cycle	MCM6	1
Cell cycle	MCM7	1
Cell cycle	ESPL1	1
Cell cycle	PCNA	1
Cell cycle	WEE1	1
Cell cycle	CDC16	1
Cell cycle	CDC20	1
Cell cycle	CDC25A	1
Cell cycle	DBF4	1
Cell cycle	BUB1	1
Cell cycle	CDC45	1
Cell cycle	CDC6	1
Cell cycle	PKMYT1	1
Cell cycle	ORC3	1
Cell cycle	ORC6	1
Cell cycle	MAD1L1	1
Cell cycle	CDK2	1
Cell cycle	RBL1	1
Cell cycle	ANAPC2	1
Cell cycle	ANAPC4	1
Cell cycle	ANAPC5	1
Cell cycle	ANAPC7	1
Cell cycle	CDKN2C	1
Cell cycle	PLK1	1
Cell cycle	CCNA2	1
Cell cycle	CCNB1	1
Focal adhesion	BIRC3	1
Focal adhesion	THBS3	1
Focal adhesion	ITGA3	1
Focal adhesion	ITGA4	1
Focal adhesion	ITGA5	1
Focal adhesion	ITGA8	1
Focal adhesion	ITGAV	1
Focal adhesion	ERBB2	1
Focal adhesion	ITGB1	1
Focal adhesion	ITGB4	1
Focal adhesion	DIAPH1	1
Focal adhesion	TNC	1
Focal adhesion	PIK3CA	1
Focal adhesion	CAPN2	1
Focal adhesion	LAMA3	1
Focal adhesion	AKT3	1
Focal adhesion	IGF1R	1
Focal adhesion	LAMA5	1
Focal adhesion	LAMB2	1
Focal adhesion	RAP1B	1
Focal adhesion	PIP5K1C	1
Focal adhesion	PPP1CB	1
Focal adhesion	PDGFC	1
Focal adhesion	PDGFD	1
Focal adhesion	SOS2	1
Focal adhesion	ACTN1	1
Focal adhesion	GSK3B	1
Focal adhesion	CRK	1
Focal adhesion	VAV1	1
Focal adhesion	BCAR1	1
Focal adhesion	MAP2K1	1
Focal adhesion	PRKCA	1
Focal adhesion	PRKCB	1
Focal adhesion	CCND3	1
Focal adhesion	THBS2	1
Focal adhesion	ITGA11	1
Focal adhesion	COL1A1	1
Focal adhesion	COL1A2	1
Focal adhesion	COL4A1	1
Focal adhesion	COL4A2	1
Focal adhesion	COL6A1	1
Focal adhesion	COL6A2	1
Focal adhesion	COL6A3	1
Focal adhesion	FYN	1
Focal adhesion	RAC3	1
Focal adhesion	MYL5	1
Focal adhesion	MYL9	1
Focal adhesion	JUN	1
Focal adhesion	LAMA2	1
Focal adhesion	LAMA4	1
Focal adhesion	PDGFA	1
Focal adhesion	PDGFRB	1
Focal adhesion	KDR	1
Focal adhesion	FLNA	1
Focal adhesion	FLT4	1
Focal adhesion	SHC1	1
Focal adhesion	VEGFC	1
Focal adhesion	CCND2	1
Gap junction	TUBA1A	1
Gap junction	TUBB6	1
Gap junction	GJA1	1
Gap junction	ADCY3	1
Gap junction	ADCY4	1
Gap junction	PRKG1	1
Gap junction	PDGFA	1
Gap junction	PDGFRB	1
Gap junction	HTR2B	1
Hematopoietic cell lineage	IL4R	1
Hematopoietic cell lineage	ITGAM	1
Hematopoietic cell lineage	CD33	1
Hematopoietic cell lineage	CD37	1
Hematopoietic cell lineage	CD4	1
Hematopoietic cell lineage	CSF1	1
Hematopoietic cell lineage	CSF1R	1
Hematopoietic cell lineage	CSF2RA	1
Hematopoietic cell lineage	HLA-DMB	1
Hematopoietic cell lineage	HLA-DOA	1
Hematopoietic cell lineage	HLA-DPA1	1
Hematopoietic cell lineage	HLA-DPB1	1
Hematopoietic cell lineage	HLA-DQA1	1
Hematopoietic cell lineage	HLA-DRA	1
Complement and coagulation cascades	F10	1
Complement and coagulation cascades	F12	1
Complement and coagulation cascades	MASP1	1
Complement and coagulation cascades	F2	1
Complement and coagulation cascades	CFHR1	1
Complement and coagulation cascades	F5	1
Complement and coagulation cascades	CLU	1
Complement and coagulation cascades	CD59	1
Complement and coagulation cascades	C2	1
Complement and coagulation cascades	SERPINA1	1
Complement and coagulation cascades	SERPINC1	1
Complement and coagulation cascades	SERPIND1	1
Complement and coagulation cascades	SERPINF2	1
Complement and coagulation cascades	C4BPB	1
Complement and coagulation cascades	C5	1
Complement and coagulation cascades	PROC	1
Complement and coagulation cascades	PROS1	1
Platelet activation	PIK3CB	1
Platelet activation	PIK3CD	1
Platelet activation	PIK3R5	1
Platelet activation	FCER1G	1
Platelet activation	FCGR2A	1
Platelet activation	BTK	1
Platelet activation	FERMT3	1
Platelet activation	LCP2	1
Platelet activation	PTGS1	1
Platelet activation	TBXAS1	1
Platelet activation	ADCY1	1
Platelet activation	ADCY9	1
Platelet activation	SYK	1
Neutrophil extracellular trap formation	CLCN3	1
Neutrophil extracellular trap formation	ITGAM	1
Neutrophil extracellular trap formation	ITGB2	1
Neutrophil extracellular trap formation	SELPLG	1
Neutrophil extracellular trap formation	RAC2	1
Neutrophil extracellular trap formation	CYBB	1
Neutrophil extracellular trap formation	NCF1	1
Neutrophil extracellular trap formation	NCF2	1
Neutrophil extracellular trap formation	NCF4	1
Neutrophil extracellular trap formation	PIK3CB	1
Neutrophil extracellular trap formation	PIK3CD	1
Neutrophil extracellular trap formation	TLR2	1
Neutrophil extracellular trap formation	TLR4	1
Neutrophil extracellular trap formation	SIGLEC9	1
Neutrophil extracellular trap formation	FCGR2A	1
Neutrophil extracellular trap formation	FCGR3A	1
Neutrophil extracellular trap formation	C5AR1	1
Neutrophil extracellular trap formation	FPR3	1
Neutrophil extracellular trap formation	SYK	1
Th1 and Th2 cell differentiation	CD247	1
Th1 and Th2 cell differentiation	PPP3CC	1
Th1 and Th2 cell differentiation	NOTCH3	1
Th1 and Th2 cell differentiation	NFATC1	1
Th1 and Th2 cell differentiation	CD3E	1
Th1 and Th2 cell differentiation	ZAP70	1
Th1 and Th2 cell differentiation	JAG2	1
Th1 and Th2 cell differentiation	JAK3	1
Th1 and Th2 cell differentiation	DLL4	1
Th1 and Th2 cell differentiation	JUN	1
Th1 and Th2 cell differentiation	IL4R	1
Th1 and Th2 cell differentiation	CD4	1
Th1 and Th2 cell differentiation	HLA-DMB	1
Th1 and Th2 cell differentiation	HLA-DOA	1
Th1 and Th2 cell differentiation	HLA-DPA1	1
Th1 and Th2 cell differentiation	HLA-DPB1	1
Th1 and Th2 cell differentiation	HLA-DQA1	1
Th1 and Th2 cell differentiation	IKBKG	1
Th1 and Th2 cell differentiation	HLA-DRA	1
Th1 and Th2 cell differentiation	IL12RB1	1
Fc gamma R-mediated phagocytosis	WAS	1
Fc gamma R-mediated phagocytosis	PTPRC	1
Fc gamma R-mediated phagocytosis	RAC2	1
Fc gamma R-mediated phagocytosis	NCF1	1
Fc gamma R-mediated phagocytosis	INPP5D	1
Fc gamma R-mediated phagocytosis	VAV1	1
Fc gamma R-mediated phagocytosis	ARPC1B	1
Fc gamma R-mediated phagocytosis	PIK3CB	1
Fc gamma R-mediated phagocytosis	PIK3CD	1
Fc gamma R-mediated phagocytosis	FCGR2A	1
Fc gamma R-mediated phagocytosis	FCGR3A	1
Fc gamma R-mediated phagocytosis	SYK	1
Fc gamma R-mediated phagocytosis	HCK	1
Chemokine signaling pathway	CCR1	1
Chemokine signaling pathway	CCR5	1
Chemokine signaling pathway	GNB2	1
Chemokine signaling pathway	GNG11	1
Chemokine signaling pathway	GNG12	1
Chemokine signaling pathway	WAS	1
Chemokine signaling pathway	RAC2	1
Chemokine signaling pathway	PIK3CB	1
Chemokine signaling pathway	PIK3CD	1
Chemokine signaling pathway	PIK3R5	1
Chemokine signaling pathway	IKBKG	1
Chemokine signaling pathway	DOCK2	1
Chemokine signaling pathway	NCF1	1
Chemokine signaling pathway	VAV1	1
Chemokine signaling pathway	ADCY1	1
Chemokine signaling pathway	ADCY9	1
Chemokine signaling pathway	CCL4	1
Chemokine signaling pathway	HCK	1
Insulin secretion	KCNMB4	1
Insulin secretion	RAB3A	1
Insulin secretion	PLCB2	1
Insulin secretion	CREB3	1
Insulin secretion	ADCY5	1
Insulin secretion	CREB5	1
Insulin secretion	ADCY9	1
Insulin secretion	TRPM4	1
Insulin secretion	PRKCA	1
Insulin secretion	PRKCB	1
Insulin secretion	ITPR3	1
Insulin secretion	STX1A	1
Insulin secretion	SLC2A1	1
Insulin secretion	ATP1B1	1
Regulation of lipolysis in adipocytes	AQP7	1
Regulation of lipolysis in adipocytes	ADCY3	1
Regulation of lipolysis in adipocytes	ADCY4	1
Regulation of lipolysis in adipocytes	ADRB2	1
Regulation of lipolysis in adipocytes	PRKG1	1
Regulation of lipolysis in adipocytes	MGLL	1
Regulation of lipolysis in adipocytes	NPR1	1
Regulation of lipolysis in adipocytes	PIK3CB	1
Regulation of lipolysis in adipocytes	ABHD5	1
Regulation of lipolysis in adipocytes	PIK3CD	1
Regulation of lipolysis in adipocytes	PTGS1	1
Regulation of lipolysis in adipocytes	ADCY1	1
Regulation of lipolysis in adipocytes	ADCY9	1
Regulation of lipolysis in adipocytes	PNPLA2	1
Ovarian steroidogenesis	ADCY3	1
Ovarian steroidogenesis	SCARB1	1
Ovarian steroidogenesis	ADCY4	1
Ovarian steroidogenesis	BMP6	1
Ovarian steroidogenesis	PRKACA	1
Ovarian steroidogenesis	CYP1B1	1
Relaxin signaling pathway	MMP2	1
Relaxin signaling pathway	COL1A1	1
Relaxin signaling pathway	COL1A2	1
Relaxin signaling pathway	COL3A1	1
Relaxin signaling pathway	COL4A1	1
Relaxin signaling pathway	COL4A2	1
Relaxin signaling pathway	JUN	1
Relaxin signaling pathway	CREB3L4	1
Relaxin signaling pathway	ACTA2	1
Relaxin signaling pathway	SHC1	1
Relaxin signaling pathway	VEGFC	1
Relaxin signaling pathway	ADCY3	1
Relaxin signaling pathway	ADCY4	1
"Growth hormone synthesis, secretion and action"	SOCS2	1
"Growth hormone synthesis, secretion and action"	MTOR	1
"Growth hormone synthesis, secretion and action"	PLCB2	1
"Growth hormone synthesis, secretion and action"	CREB3	1
"Growth hormone synthesis, secretion and action"	CREB5	1
"Growth hormone synthesis, secretion and action"	SOS2	1
"Growth hormone synthesis, secretion and action"	GSK3B	1
"Growth hormone synthesis, secretion and action"	CRK	1
"Growth hormone synthesis, secretion and action"	ITPR1	1
"Growth hormone synthesis, secretion and action"	ITPR3	1
"Growth hormone synthesis, secretion and action"	BCAR1	1
"Growth hormone synthesis, secretion and action"	PIK3CA	1
"Growth hormone synthesis, secretion and action"	MAP2K1	1
"Growth hormone synthesis, secretion and action"	MAP2K6	1
"Growth hormone synthesis, secretion and action"	AKT3	1
"Growth hormone synthesis, secretion and action"	ADCY5	1
"Growth hormone synthesis, secretion and action"	ADCY9	1
"Growth hormone synthesis, secretion and action"	PRKCA	1
"Growth hormone synthesis, secretion and action"	PRKCB	1
"Growth hormone synthesis, secretion and action"	STAT5A	1
"Growth hormone synthesis, secretion and action"	GNAI3	1
Thyroid hormone synthesis	TTR	1
Thyroid hormone synthesis	PLCB2	1
Thyroid hormone synthesis	CREB3	1
Thyroid hormone synthesis	CREB5	1
Thyroid hormone synthesis	PAX8	1
Thyroid hormone synthesis	ITPR1	1
Thyroid hormone synthesis	ITPR3	1
Thyroid hormone synthesis	ATP1B1	1
Thyroid hormone synthesis	ADCY5	1
Thyroid hormone synthesis	ADCY9	1
Thyroid hormone synthesis	PRKCA	1
Thyroid hormone synthesis	PRKCB	1
Thyroid hormone synthesis	ASGR1	1
Thyroid hormone synthesis	ASGR2	1
Thyroid hormone synthesis	GPX8	1
Thyroid hormone signaling pathway	MTOR	1
Thyroid hormone signaling pathway	THRA	1
Thyroid hormone signaling pathway	ITGAV	1
Thyroid hormone signaling pathway	SLC16A2	1
Thyroid hormone signaling pathway	ATP1B1	1
Thyroid hormone signaling pathway	PIK3CA	1
Thyroid hormone signaling pathway	HIF1A	1
Thyroid hormone signaling pathway	AKT3	1
Thyroid hormone signaling pathway	MED1	1
Thyroid hormone signaling pathway	SLC2A1	1
Thyroid hormone signaling pathway	CASP9	1
Thyroid hormone signaling pathway	RXRA	1
Thyroid hormone signaling pathway	PLCB2	1
Thyroid hormone signaling pathway	PLCD3	1
Thyroid hormone signaling pathway	GSK3B	1
Thyroid hormone signaling pathway	NCOA1	1
Thyroid hormone signaling pathway	MAP2K1	1
Thyroid hormone signaling pathway	PFKFB2	1
Thyroid hormone signaling pathway	RCAN2	1
Thyroid hormone signaling pathway	PFKP	1
Thyroid hormone signaling pathway	SLC9A1	1
Thyroid hormone signaling pathway	PRKCA	1
Thyroid hormone signaling pathway	PRKCB	1
"Parathyroid hormone synthesis, secretion and action"	FGFR1	1
"Parathyroid hormone synthesis, secretion and action"	CREB3L1	1
"Parathyroid hormone synthesis, secretion and action"	ITPR2	1
"Parathyroid hormone synthesis, secretion and action"	ARRB1	1
"Parathyroid hormone synthesis, secretion and action"	ADCY3	1
"Parathyroid hormone synthesis, secretion and action"	ADCY4	1
"Parathyroid hormone synthesis, secretion and action"	NR4A2	1
"Parathyroid hormone synthesis, secretion and action"	PRKACA	1
"Parathyroid hormone synthesis, secretion and action"	PDE4D	1
Aldosterone synthesis and secretion	LDLR	1
Aldosterone synthesis and secretion	PLCB2	1
Aldosterone synthesis and secretion	CREB3	1
Aldosterone synthesis and secretion	CREB5	1
Aldosterone synthesis and secretion	ITPR1	1
Aldosterone synthesis and secretion	ITPR3	1
Aldosterone synthesis and secretion	CAMK1D	1
Aldosterone synthesis and secretion	ATP1B1	1
Aldosterone synthesis and secretion	CAMK4	1
Aldosterone synthesis and secretion	ATP2B4	1
Aldosterone synthesis and secretion	ADCY5	1
Aldosterone synthesis and secretion	ADCY9	1
Aldosterone synthesis and secretion	DAGLB	1
Aldosterone synthesis and secretion	PRKCA	1
Aldosterone synthesis and secretion	PRKCB	1
Aldosterone synthesis and secretion	PRKD1	1
Aldosterone synthesis and secretion	CREB3L1	1
Aldosterone synthesis and secretion	CACNA1C	1
Aldosterone synthesis and secretion	ITPR2	1
Aldosterone synthesis and secretion	ADCY3	1
Aldosterone synthesis and secretion	SCARB1	1
Aldosterone synthesis and secretion	ADCY4	1
Aldosterone synthesis and secretion	NR4A2	1
Aldosterone synthesis and secretion	PRKACA	1
Aldosterone synthesis and secretion	PDE2A	1
Cortisol synthesis and secretion	CREB3L1	1
Cortisol synthesis and secretion	ADCY3	1
Cortisol synthesis and secretion	SCARB1	1
Cortisol synthesis and secretion	ADCY4	1
Cortisol synthesis and secretion	CACNA1C	1
Cortisol synthesis and secretion	PRKACA	1
Cortisol synthesis and secretion	PBX1	1
Cortisol synthesis and secretion	ITPR2	1
Salivary secretion	PLCB2	1
Salivary secretion	CST3	1
Salivary secretion	ADCY5	1
Salivary secretion	ADCY9	1
Salivary secretion	AMY2B	1
Salivary secretion	SLC9A1	1
Salivary secretion	PRKCA	1
Salivary secretion	PRKCB	1
Salivary secretion	ITPR1	1
Salivary secretion	ITPR3	1
Salivary secretion	ATP1B1	1
Salivary secretion	ATP2B4	1
Gastric acid secretion	KCNQ1	1
Gastric acid secretion	PLCB2	1
Gastric acid secretion	ADCY5	1
Gastric acid secretion	ADCY9	1
Gastric acid secretion	SLC9A1	1
Gastric acid secretion	PRKCA	1
Gastric acid secretion	PRKCB	1
Gastric acid secretion	ITPR1	1
Gastric acid secretion	ITPR3	1
Gastric acid secretion	ATP1B1	1
Gastric acid secretion	GNAI3	1
Pancreatic secretion	KCNQ1	1
Pancreatic secretion	SLC4A4	1
Pancreatic secretion	PLCB2	1
Pancreatic secretion	ADCY5	1
Pancreatic secretion	ADCY9	1
Pancreatic secretion	AMY2B	1
Pancreatic secretion	RAP1B	1
Pancreatic secretion	SLC9A1	1
Pancreatic secretion	PRKCA	1
Pancreatic secretion	PRKCB	1
Pancreatic secretion	RAB11A	1
Pancreatic secretion	ITPR1	1
Pancreatic secretion	ITPR3	1
Pancreatic secretion	ATP1B1	1
Pancreatic secretion	PLA2G12A	1
Pancreatic secretion	ATP2B4	1
Bile secretion	SLC4A4	1
Bile secretion	EPHX1	1
Bile secretion	SLC51A	1
Bile secretion	LDLR	1
Bile secretion	NR1H4	1
Bile secretion	ADCY5	1
Bile secretion	ADCY9	1
Bile secretion	SLC9A1	1
Bile secretion	ABCC2	1
Bile secretion	NCEH1	1
Bile secretion	SLC2A1	1
Bile secretion	UGT2B4	1
Bile secretion	ATP1B1	1
Bile secretion	RXRA	1
Protein digestion and absorption	COL13A1	1
Protein digestion and absorption	COL14A1	1
Protein digestion and absorption	COL15A1	1
Protein digestion and absorption	COL16A1	1
Protein digestion and absorption	COL1A1	1
Protein digestion and absorption	COL1A2	1
Protein digestion and absorption	COL3A1	1
Protein digestion and absorption	COL4A1	1
Protein digestion and absorption	COL4A2	1
Protein digestion and absorption	COL5A1	1
Protein digestion and absorption	COL6A1	1
Protein digestion and absorption	COL6A2	1
Protein digestion and absorption	COL6A3	1
Protein digestion and absorption	CPB2	1
Protein digestion and absorption	DPP4	1
Protein digestion and absorption	ELN	1
Protein digestion and absorption	XPNPEP2	1
Cholesterol metabolism	LDLR	1
Cholesterol metabolism	LRP1	1
Cholesterol metabolism	APOA1	1
Cholesterol metabolism	APOA2	1
Cholesterol metabolism	ANGPTL3	1
Cholesterol metabolism	APOC1	1
Cholesterol metabolism	APOC2	1
Cholesterol metabolism	NCEH1	1
Cholesterol metabolism	APOC3	1
Cholesterol metabolism	APOE	1
Cholesterol metabolism	APOH	1
Cholesterol metabolism	CYP27A1	1
Cholesterol metabolism	MYLIP	1
Mineral absorption	MT1E	1
Mineral absorption	MT1F	1
Mineral absorption	MT1G	1
Mineral absorption	MT1X	1
Mineral absorption	MT2A	1
Mineral absorption	HEPH	1
Mineral absorption	CYBRD1	1
Endocrine and other factor-regulated calcium reabsorption	DNM2	1
Endocrine and other factor-regulated calcium reabsorption	PLCB2	1
Endocrine and other factor-regulated calcium reabsorption	ADCY9	1
Endocrine and other factor-regulated calcium reabsorption	SLC8A1	1
Endocrine and other factor-regulated calcium reabsorption	PRKCA	1
Endocrine and other factor-regulated calcium reabsorption	PRKCB	1
Endocrine and other factor-regulated calcium reabsorption	RAB11A	1
Endocrine and other factor-regulated calcium reabsorption	ATP1B1	1
Endocrine and other factor-regulated calcium reabsorption	AP2A2	1
Endocrine and other factor-regulated calcium reabsorption	ATP2B4	1
Proximal tubule bicarbonate reclamation	SLC4A4	1
Proximal tubule bicarbonate reclamation	MDH1	1
Proximal tubule bicarbonate reclamation	ATP1B1	1
Proximal tubule bicarbonate reclamation	SLC25A10	1
Proximal tubule bicarbonate reclamation	PCK2	1
Proximal tubule bicarbonate reclamation	SLC38A3	1
Glutamatergic synapse	GNB1	1
Glutamatergic synapse	GNB4	1
Glutamatergic synapse	PLCB2	1
Glutamatergic synapse	GRIN2D	1
Glutamatergic synapse	GNG2	1
Glutamatergic synapse	SLC38A1	1
Glutamatergic synapse	SLC38A2	1
Glutamatergic synapse	SLC38A3	1
Glutamatergic synapse	PPP3CA	1
Glutamatergic synapse	ITPR1	1
Glutamatergic synapse	ITPR3	1
Glutamatergic synapse	SHANK2	1
Glutamatergic synapse	ADCY5	1
Glutamatergic synapse	ADCY9	1
Glutamatergic synapse	PRKCA	1
Glutamatergic synapse	PRKCB	1
Glutamatergic synapse	GNAI3	1
Glutamatergic synapse	GNB5	1
Glutamatergic synapse	GNG7	1
Glutamatergic synapse	CACNA1C	1
Glutamatergic synapse	ITPR2	1
Glutamatergic synapse	ADCY3	1
Glutamatergic synapse	ADCY4	1
Glutamatergic synapse	PRKACA	1
Glutamatergic synapse	GLUL	1
GABAergic synapse	GNB1	1
GABAergic synapse	GNB4	1
GABAergic synapse	SLC6A12	1
GABAergic synapse	GNG2	1
GABAergic synapse	ADCY5	1
GABAergic synapse	ADCY9	1
GABAergic synapse	SLC38A1	1
GABAergic synapse	SLC38A2	1
GABAergic synapse	SLC38A3	1
GABAergic synapse	PRKCA	1
GABAergic synapse	PRKCB	1
GABAergic synapse	GNAI3	1
GABAergic synapse	GNB5	1
GABAergic synapse	GNG7	1
GABAergic synapse	ADCY3	1
GABAergic synapse	ADCY4	1
GABAergic synapse	CACNA1C	1
GABAergic synapse	PRKACA	1
GABAergic synapse	GLUL	1
GABAergic synapse	GABARAPL1	1
Cholinergic synapse	KCNQ1	1
Cholinergic synapse	GNB1	1
Cholinergic synapse	GNB4	1
Cholinergic synapse	PLCB2	1
Cholinergic synapse	GNG2	1
Cholinergic synapse	CREB3	1
Cholinergic synapse	CREB5	1
Cholinergic synapse	ITPR1	1
Cholinergic synapse	ITPR3	1
Cholinergic synapse	CAMK4	1
Cholinergic synapse	PIK3CA	1
Cholinergic synapse	MAP2K1	1
Cholinergic synapse	AKT3	1
Cholinergic synapse	ADCY5	1
Cholinergic synapse	ADCY9	1
Cholinergic synapse	PRKCA	1
Cholinergic synapse	PRKCB	1
Cholinergic synapse	ACHE	1
Cholinergic synapse	GNAI3	1
Cholinergic synapse	GNB5	1
Cholinergic synapse	CREB3L1	1
Cholinergic synapse	GNG7	1
Cholinergic synapse	CACNA1C	1
Cholinergic synapse	ITPR2	1
Cholinergic synapse	PIK3R3	1
Cholinergic synapse	ADCY3	1
Cholinergic synapse	ADCY4	1
Cholinergic synapse	PRKACA	1
Dopaminergic synapse	GNB1	1
Dopaminergic synapse	GNB4	1
Dopaminergic synapse	PLCB2	1
Dopaminergic synapse	GNG2	1
Dopaminergic synapse	CREB3	1
Dopaminergic synapse	CREB5	1
Dopaminergic synapse	PPP2CB	1
Dopaminergic synapse	GSK3B	1
Dopaminergic synapse	PPP2R5B	1
Dopaminergic synapse	PPP2R5E	1
Dopaminergic synapse	PPP3CA	1
Dopaminergic synapse	ITPR1	1
Dopaminergic synapse	ITPR3	1
Dopaminergic synapse	CLOCK	1
Dopaminergic synapse	MAOB	1
Dopaminergic synapse	AKT3	1
Dopaminergic synapse	ADCY5	1
Dopaminergic synapse	PRKCA	1
Dopaminergic synapse	PRKCB	1
Dopaminergic synapse	PPP1CB	1
Dopaminergic synapse	GNAI3	1
Serotonergic synapse	GNB1	1
Serotonergic synapse	GNB4	1
Serotonergic synapse	PLCB2	1
Serotonergic synapse	GNG2	1
Serotonergic synapse	ITPR1	1
Serotonergic synapse	ITPR3	1
Serotonergic synapse	CYP2D6	1
Serotonergic synapse	CYP2D7	1
Serotonergic synapse	MAOB	1
Serotonergic synapse	MAP2K1	1
Serotonergic synapse	ADCY5	1
Serotonergic synapse	PRKCA	1
Serotonergic synapse	PRKCB	1
Serotonergic synapse	GNAI3	1
Retrograde endocannabinoid signaling	NDUFA11	1
Retrograde endocannabinoid signaling	NDUFA12	1
Retrograde endocannabinoid signaling	NDUFA13	1
Retrograde endocannabinoid signaling	NDUFA2	1
Retrograde endocannabinoid signaling	NDUFA3	1
Retrograde endocannabinoid signaling	NDUFA7	1
Retrograde endocannabinoid signaling	NDUFB11	1
Retrograde endocannabinoid signaling	NDUFB2	1
Retrograde endocannabinoid signaling	NDUFB3	1
Retrograde endocannabinoid signaling	NDUFB4	1
Retrograde endocannabinoid signaling	NDUFB6	1
Retrograde endocannabinoid signaling	NDUFB7	1
Retrograde endocannabinoid signaling	NDUFB8	1
Retrograde endocannabinoid signaling	NDUFB9	1
Retrograde endocannabinoid signaling	NDUFC2	1
Retrograde endocannabinoid signaling	NDUFS3	1
Retrograde endocannabinoid signaling	NDUFS4	1
Retrograde endocannabinoid signaling	NDUFS6	1
Retrograde endocannabinoid signaling	NDUFS8	1
Olfactory transduction	PDE2A	1
Olfactory transduction	ARRB1	1
Olfactory transduction	GNG7	1
Olfactory transduction	ADCY3	1
Olfactory transduction	PRKACA	1
Axon guidance	PARD6B	1
Axon guidance	EPHB2	1
Axon guidance	EPHB6	1
Axon guidance	NTN4	1
Axon guidance	SRGAP1	1
Axon guidance	SRGAP3	1
Axon guidance	ITGB1	1
Axon guidance	CXCR4	1
Axon guidance	NEO1	1
Axon guidance	SEMA3B	1
Axon guidance	SEMA4A	1
Axon guidance	SEMA4B	1
Axon guidance	SEMA4D	1
Axon guidance	SEMA5A	1
Axon guidance	SEMA6A	1
Axon guidance	SEMA6D	1
