Ensembl_ID	TCGA-L5-A4OI-01A	TCGA-L7-A6VZ-01A	TCGA-JY-A93D-01A	TCGA-VR-A8EX-01A	TCGA-L5-A8NF-01A	TCGA-L5-A8NH-01A	TCGA-L5-A4OT-01A	TCGA-2H-A9GO-01A	TCGA-VR-A8EU-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A5U5-01A	TCGA-L5-A4OO-01A
TBXAS1	0.44334228	0.739254767	2.248330023	0.593466242	1.956079765	1.132693324	2.068822725	0.39339522	1.180471426	0.723672552	1.905560058	1.748797247
TC2N	4.689046011	4.133487607	4.49966098	3.811800816	5.40072695	5.632282788	5.473135234	5.496479004	1.237075737	1.977460238	3.873863365	3.931230153
TCAF1	1.906743037	2.316306903	2.899917068	1.340012184	1.19819414	2.374101444	2.707536046	2.202951265	2.113557229	2.194762453	2.020032402	2.527116711
TCAF2	0.569924623	0.463860559	1.116708845	1.371346811	0.324017624	0.606391726	0.789702293	0.48032001	1.716017183	0.854761661	0.864213147	1.298722054
TCAIM	1.986942423	2.825423289	2.048547033	1.777923345	2.051790812	2.411719917	1.917901172	2.153961543	1.26985383	1.776199547	1.854784126	2.075260634
TCAP	0.537098373	0.453538664	0.449442904	0.660607577	0.689087515	0.69289204	0.536107406	0.359275893	0.162806156	0.448918984	0.318360464	1.192975671
TCEA1	4.50489556	4.25787897	4.093851656	3.390790494	3.891554753	4.926909043	4.218269296	4.487561705	3.612654832	4.579705801	4.578483056	4.082858679
TCEA2	0.427335873	0.588553135	1.856942121	2.418439313	1.705919134	1.205225185	1.25706034	2.483847114	1.645834606	3.161203125	2.039529897	2.11022353
TCEA3	3.480642494	3.284228917	1.819299486	3.802441677	5.033850057	2.341324662	2.876777271	3.92308482	1.972364382	2.267580589	2.845066093	3.026545035
TCEAL1	1.845425591	2.233426324	2.862253651	2.393837958	2.381463339	2.376862729	2.54313909	3.146493534	3.32776711	3.118068348	3.054460087	2.621022223
TCEAL3	0.618369099	1.316316433	2.752921862	1.224801298	2.829472648	1.618834302	2.780605363	3.448593256	2.363560281	2.440295047	2.061086818	3.276672731
TCEAL4	2.442179368	3.027601144	4.128016295	3.80632594	3.876557317	3.200558601	3.949577618	5.000399017	4.349159711	4.380732675	4.201076368	4.242243254
TCEAL7	0.203745021	0.248155739	1.839687871	0.147740045	0.492489643	0.421056916	1.905624797	0.286914066	0.562007477	0.945770287	0.432884975	1.290496185
TCEAL8	3.154225363	3.736490452	4.256598037	3.559098767	4.888450771	4.106815932	4.188531751	5.996077534	4.780791608	4.915599552	4.381612479	4.356152053
TCEANC	0.319867127	0.357083444	0.713887977	0.49112106	1.104931738	0.445955166	0.664933895	0.946459129	0.23397735	0.258035053	0.344386711	0.623629571
TCEANC2	0.873831322	1.335985296	1.285055216	0.936322956	1.695708719	1.029342719	0.988752122	0.922993935	0.630999797	0.846305419	0.911732131	1.048935713
TCERG1	3.177309359	3.270303778	3.203415692	3.061255069	3.833435644	3.450678164	3.544959308	3.396302485	3.106804301	2.78333437	3.536620942	3.867466397
TCF12	4.704149445	5.323546104	4.112835533	2.973857706	3.347333978	4.197150488	3.934116038	2.974577669	2.906145168	2.624895346	3.320868668	3.757580881
TCF19	2.824336731	4.478633224	3.005409285	3.142509815	3.745252205	3.240683005	2.792893773	4.375040621	3.809038535	3.570134499	3.383075781	2.623842559
TCF20	4.25345784	3.417250913	3.544092933	3.916067364	3.12739215	4.104432106	3.090360525	2.881203714	4.322592203	3.398188816	3.704251822	4.120204858
TCF21	0.271240343	0.155840651	2.255535837	0.072849885	0.646363319	0.521563947	1.329275666	0.195156109	0.182591605	0.5247458	0.216366729	1.404187665
TCF25	3.36256408	2.909443579	3.603962594	3.879315658	3.783218261	3.996745112	3.056949215	4.436466528	3.270276039	3.464982999	3.370221295	4.23485891
TCF3	4.525331025	4.336450271	3.88617572	4.580360794	3.638864401	4.544063084	3.867775489	3.371209205	4.499859859	5.172632531	3.300350679	3.920715824
TCF4	0.66365085	1.083214969	3.332986055	1.568336985	1.586949266	1.563541147	2.52000602	1.505989343	1.735821804	2.589071152	1.333259182	2.545219806
TCF7	2.199577819	3.433788597	2.33872573	1.31723047	2.222514507	1.403294796	2.330402465	1.216001831	1.957948732	0.764085066	1.360478235	2.179542262
TCF7L1	0.819514632	1.086485604	2.630112746	2.787168403	1.040561926	1.145043348	1.982004617	2.356976162	2.12824943	1.634021595	1.935358775	2.230335125
TCF7L2	4.579724735	4.239535032	3.672928377	2.33172716	4.377844173	4.222368088	4.133591919	3.538461942	2.594981207	1.998856891	2.905363385	4.423965743
TCFL5	2.638999453	3.546237517	3.036166541	2.448623226	2.559245664	3.479552743	2.48779278	3.089097188	2.385906215	3.279154119	2.767267419	2.591804372
TCHH	0.016640773	0.031545744	0.189194846	3.8080599	0.12170727	0.062883392	0.212938268	0.184356871	0.202578758	3.100699966	0.799472773	0.137218013
TCHP	1.773243903	1.965663109	1.841859684	1.878702102	1.415143395	1.741271832	1.483827063	1.637578374	1.717910354	2.246163841	1.467720726	1.595472671
TCIRG1	4.645835048	3.628825494	4.234307275	3.749841188	5.932832941	4.268623595	4.455722969	3.975490078	4.139763934	2.994882463	4.756451676	5.841983219
TCN2	2.581473878	1.624729486	3.834839087	0.934925458	1.790204266	2.092916084	2.217712891	0.844445681	1.64186382	2.213845899	2.303852015	3.490189291
TCOF1	2.923759717	3.304514725	2.924940681	3.196949756	3.309554351	3.000363032	2.618792232	3.58761365	4.043574551	4.318687681	3.686061501	2.917797084
TCP1	5.047100538	6.022424368	4.755393595	5.161829649	5.494463765	5.716901694	5.930406272	5.846695064	5.919579649	6.340852786	6.006760715	4.728410709
TCP11L1	1.824492545	1.935893219	2.343839814	1.53314657	2.071340433	1.746800726	1.999257829	1.570794771	2.455948893	2.063384402	1.780621349	1.640805921
TCP11L2	1.824438478	2.335029365	2.03976091	1.616017082	1.312325871	0.991620556	2.209268343	1.247900726	1.269364692	0.481873802	1.262321479	1.321568122
TCTA	3.802303915	4.494930122	2.98881297	3.201272755	4.11497699	3.467332229	3.043883446	3.579819539	1.808390626	2.957992958	3.090752672	2.912742887
TCTN1	0.847402891	1.577654908	1.454449205	0.879724434	1.105968682	0.893635772	1.288702478	1.618223755	1.413327101	1.962601602	1.950544098	1.630953729
TCTN2	2.013923554	2.65433858	1.934906534	1.325164889	1.941281845	1.952710553	1.381101225	1.861994406	2.02472004	2.560795616	2.757828975	2.166517306
TCTN3	3.769741315	4.191324308	3.820485157	3.019836236	4.334557209	3.707012137	3.651886145	3.199836356	3.768472431	3.944647184	4.040782835	3.651790864
TDG	3.102173008	3.109017512	2.884293424	3.423005745	3.227482312	3.338724138	3.773730104	3.510124806	3.143726936	3.211677078	4.04304719	2.611142771
TDO2	0.1478453	0.289739341	0.666363171	0.295523366	0.260077897	0.627283317	1.458361997	0.49490628	1.627366231	0.614912628	0.866101467	0.352555244
TDP1	1.696672179	2.071583037	1.967935529	2.385406291	1.700447316	2.327024637	1.168984185	1.857530478	1.693167197	1.671385889	2.327873971	1.700281374
TDP2	3.690637686	4.503495239	3.509595658	3.899088307	3.55434092	3.471354157	3.22418308	4.151463169	4.173694533	3.959172865	5.086609486	3.583724298
TDRD10	0.075848446	0.129457229	0.823533647	0.215131554	0.241264846	0.186751593	0.278368341	0.215312454	0.076232923	0.177666593	0.175229539	0.294265475
TDRD12	0.00998472	0.055731637	0.033230913	0.107799874	0.011218368	0.017844827	0.018731078	0.122986935	0.053915309	0.055669708	0.005127394	0.056820943
TDRD3	1.763913364	1.224853656	2.332214085	1.533340702	2.665227748	2.056994684	2.215910765	1.766080778	1.202104193	1.481627227	1.863702494	1.97292266
TDRD6	0.189063963	0.366860985	1.380538294	0.076076379	0.203311548	0.259620994	0.469975513	0.134419276	0.229885324	0.069556352	0.111121328	0.494704082
TDRD7	3.582758482	3.11312381	3.78798746	2.312148745	2.574520742	3.321087858	3.031661687	2.316450555	3.277236803	2.461758696	3.692542572	3.358224174
TDRKH	2.240638068	1.959524997	1.831307271	0.992686067	2.037815846	2.117408499	1.115679685	1.384766958	0.717976698	0.839398337	1.921938154	1.779744177
TDRP	0.18239354	0.246694197	1.1437363	0.439679394	0.414955036	0.601720701	0.857161068	0.596000613	0.984809551	2.527548429	0.650746787	0.952648242
TEAD1	2.468960837	3.334466099	4.2734915	2.668926001	2.990715075	3.543386701	4.057979171	2.701600641	3.3047677	1.814881468	3.104716905	3.346840587
TEAD2	2.344639513	0.926519066	2.912305869	2.737815372	1.686013342	1.901382052	2.820801135	4.196396203	3.182089177	2.96117694	2.8701919	2.340258303
TEAD3	4.061548112	5.434714345	4.019149577	4.500251864	4.027557738	4.154744874	4.039052716	4.069253672	4.304543716	3.608611552	4.190818665	4.744646966
TEAD4	4.205126885	3.934794211	2.936793635	3.288414401	3.317171079	3.684420948	2.860368848	3.309859516	4.140651637	4.003796217	3.541091431	3.205480216
TEC	1.176679366	0.803638773	1.087400354	1.096442512	0.6604464	1.06480556	1.050863528	0.758958681	0.269463332	0.273320662	0.647773373	1.175010619
TECPR1	1.862750556	2.6873042	2.394682703	1.882015509	3.70191422	3.589718022	2.668475165	3.423977116	2.049302492	1.09674944	1.574473723	2.534446338
TECPR2	1.971941655	2.048938382	2.449938797	2.11599598	1.833795006	2.275105283	1.791514013	1.711724048	2.217681501	1.549587593	2.018770036	2.119179699
TECR	4.614030938	4.578225822	3.787745042	6.123209446	4.424901009	5.415006121	3.880744352	3.97340069	4.673883168	6.39339663	5.429736425	4.168162128
TECTA	0.021141959	0.018515897	0.245785933	0.079350825	0.047928505	0.077339966	0.085730791	0.049881464	0.126875175	0.14510704	0.092871805	0.280719365
TEF	1.573301805	1.765041631	2.265552562	2.625768752	3.358139055	1.33049576	2.539404068	0.859089358	2.043567888	1.787176826	2.118767165	2.790508963
TEFM	1.629575258	1.479423647	1.666598979	1.659723369	1.83666357	1.775796284	1.694618562	1.853701792	1.717908348	2.085039569	1.8701337	1.828774969
TEK	0.666967776	1.434755833	3.174633561	0.316461518	1.525759658	1.514751797	1.992768883	0.864490822	0.724941274	1.073361401	0.73773011	1.567954915
TELO2	3.457020068	2.939813031	2.911857425	3.773763803	3.097512248	3.55688321	2.885254761	3.370782995	3.367931916	3.701170123	3.426464912	3.897003809
TEN1	0.262188196	0.194222863	0.156950623	0.134096446	0.14405616	0.252578919	0.189830129	0.239621517	0.167270475	0.240549526	0.106520376	0.066245673
TENM1	0.010853253	0.020854912	0.241997119	0.186227188	0.540128536	0.100972401	0.051772448	2.035900811	0.026632086	0.031969261	0.090640901	0.337963405
TENM2	0.031384095	0.061986759	0.257657888	2.623919934	1.047304312	0.011327324	0.15050542	0.09067119	5.346793462	3.493535306	2.736697114	0.318084501
TENM3	0.475131352	0.007956253	0.850517571	0.145230237	0.019631816	0.598219097	0.187394981	0.015504618	3.181607139	1.163929255	0.620486043	1.313055023
TENM4	0.214120359	0.246907222	1.467968058	1.373438833	0.087914698	0.075091401	0.64836988	0.142465415	1.099915324	1.97561898	0.253158129	1.194624109
TEP1	4.003564533	3.081514598	3.164366396	2.123667491	3.399561098	3.203572645	2.971292966	2.669718977	2.637482973	1.478576672	2.066820709	3.672929646
TERF1	1.908091788	2.537086282	2.370592076	1.69598417	2.309943804	1.661068134	2.321995927	3.22677716	2.03674235	2.436783804	2.062500859	1.876025719
TERF2	2.28109956	2.102777229	2.897639408	3.028730404	3.332649333	3.054745164	2.256059689	2.315242412	2.814384202	2.74598746	2.937986524	2.832626363
TERF2IP	3.72721203	3.381396157	4.30676712	4.279151218	4.264664537	3.70745312	3.857513061	4.10281588	3.975900188	4.280400438	4.061285965	4.461845567
TES	3.983635239	3.568299804	4.539724551	3.87067338	4.168450814	3.978775048	4.391045251	3.817332339	4.555475034	3.360479326	4.29676602	4.43807186
TESC	0.630170652	4.147083141	4.710653963	0.400619765	4.823144113	1.165212814	5.127561968	5.830183883	0.264221431	0.628132395	2.142433381	3.121962501
TESK1	4.094867819	4.143390953	3.752597013	3.751539248	3.161717884	3.836877284	3.849796823	3.661894627	3.614921835	4.600628649	4.187661955	3.943693864
TESK2	2.070428478	2.861459331	2.317105209	2.241162263	1.819222875	2.171443445	2.700483614	1.457826908	1.422014852	2.663934545	2.011467777	1.684973501
TESPA1	0.103380092	0.1815273	1.512528119	0.600246262	0.142046726	0.525148771	0.856037002	0.113687796	0.169733039	0.447124743	0.273378735	0.703729463
TET1	0.042233085	0.184927382	0.948059762	0.389993224	0.214835663	0.566058435	0.795433212	0.624029936	0.52583987	0.582819284	0.280958344	0.468480975
TET2	1.99142346	1.329563165	2.257714307	2.089354985	1.352265922	1.976138272	2.161164033	1.163333503	2.481427489	1.063973704	1.174325356	2.125717699
TET3	2.965867865	2.967379938	2.841651458	3.396278622	3.328257908	3.648818979	3.448993088	2.889660008	3.969235009	2.278650123	1.866108908	2.513007344
TEX10	2.662453085	1.863653655	2.618917379	2.163798192	3.209130105	2.571089213	2.70914677	2.32831437	2.386324386	2.528589063	3.197172778	2.546403099
TEX14	0.162041188	0.117754391	0.28066196	0.067183186	0.480988675	0.07565781	0.195371542	0.259114742	0.074014061	0.217594173	0.072536756	0.243627298
TEX2	2.56440367	2.476543194	2.998917746	2.318902217	2.617078974	2.950525918	2.655199468	2.28746542	2.890610684	2.895605089	2.723856339	2.601289241
TEX22	0.310663348	0.108179146	0.138515035	0.165338571	0.047901393	0.260296699	0.1150912	0.483705149	0.072800132	0.133857384	0.206613136	0.312328648
TEX261	4.805628291	5.077700405	4.791658498	5.009841374	4.700853436	4.772548604	4.633287503	5.161685166	4.663901748	4.828308573	4.815375676	4.721770084
TEX264	3.207548503	3.272142468	2.221666804	2.521056204	2.455821745	2.457502612	2.224205135	2.263553524	2.237950472	3.655219554	2.178283473	2.654912141
TEX30	1.643784469	1.456004783	1.836864953	1.528831613	2.059947169	2.353000627	1.780998308	2.450184332	1.594656087	2.619753776	2.496003919	1.847190055
TEX9	0.682538674	1.176598257	0.552260805	0.600424362	1.138519124	0.763585818	0.416530611	0.682487034	0.250962497	0.449946368	0.581905676	1.397080292
TFAM	2.823120472	3.534109416	3.096739259	2.577207408	3.363749505	3.897209465	2.781685513	3.272274479	2.861835294	3.448273402	3.851593957	2.915364057
TFAP2A	1.649744046	1.244353953	1.491244657	3.832381228	2.189432686	2.79936683	2.060099553	1.685182059	4.821934721	1.444694459	3.331177912	2.829846487
TFAP2C	0.229998879	2.455316642	0.525513207	4.721251621	2.245727108	0.179821462	1.767354567	1.297036394	3.814397583	3.485630587	3.400112056	1.742941751
TFAP2E	0.298479386	1.154550044	0.884251216	1.656980394	0.995549015	0.868462281	0.665362349	0.449613567	0.50045426	0.163503763	0.316342399	0.883378908
TFAP4	1.783531499	1.820833891	1.754558261	2.147123096	1.850142488	1.650355368	1.488077508	2.089997042	2.134815624	2.578201915	2.12280793	1.469768286
TFB1M	1.882539939	2.414617013	1.749962589	2.22995826	2.384260984	2.628734086	1.489692228	2.815705075	2.543495433	2.370643309	2.039520562	2.090254015
TFB2M	3.695223607	3.756571218	3.191071491	3.715518942	3.531745666	3.988554132	3.784925761	4.291841673	3.522962069	4.270640207	3.839789195	2.695964289
TFCP2	3.848568825	3.695711673	3.817048785	3.525788896	3.840458425	3.817353883	3.676440701	3.796410316	3.385270621	3.858828468	4.292946456	3.091272229
TFCP2L1	0.790002387	2.952364212	1.563963409	2.438457045	2.572687789	1.56066112	3.252083752	3.116125119	4.750403451	0.547033581	0.760284333	3.16112671
TFDP1	5.890283828	4.52166692	4.783823119	5.429872185	5.418951464	5.244375879	4.297850358	4.792582986	4.82689405	5.079217052	5.582981396	5.012238052
TFDP2	2.77950593	3.050234736	2.863469937	1.799547104	3.08134061	2.19080517	2.559663855	2.675934416	2.673547291	1.464560944	2.805554392	2.646062733
TFE3	3.853250422	4.070025692	4.216464434	4.336752056	3.969014621	3.873976372	4.180433107	3.770642569	3.521579914	4.479029707	4.330071639	4.319943807
TFEB	2.344165052	2.291493517	2.378863688	2.020102365	1.920642073	2.177813016	1.942394022	1.880626338	1.392869126	1.369419535	1.178870998	2.29479682
TFEC	0.129456175	0.265310552	2.129831576	0.309317925	0.149544518	0.389622167	1.161620575	0.170292437	0.516863649	0.41606867	0.749756207	1.245667877
TFF3	6.292765897	1.074803027	1.620444881	2.660955343	3.421058815	6.091346402	0.853460968	1.110368547	0.170838139	0.443444688	3.566321201	1.852196993
TFG	5.256682485	5.315838806	4.578194592	5.389215401	5.46385607	4.774321947	4.82960464	4.550891029	5.83362113	4.61359123	4.752420442	4.672855205
TFIP11	3.292608114	2.555473096	2.388848782	3.17871788	2.027079239	2.6791785	2.217281314	2.311156702	2.836687843	2.096382733	2.366808169	2.558924109
TFPI	1.50940329	4.419933502	3.995402507	0.893361245	2.136029359	2.758665075	3.409820218	2.432553577	1.098056576	1.327235841	3.625364295	4.050906848
TFPI2	0.08535264	0.349083085	0.430422994	0.783843454	1.261551441	0.330505817	1.254607989	0.741487482	4.579073589	0.217556249	2.405382883	1.097862403
TFPT	2.184941415	3.324018063	2.828678349	2.683644384	2.923615234	3.095864885	3.040959857	3.840801958	2.64955904	2.909629565	2.866067355	4.006254731
TFR2	1.450786757	1.924367642	0.759969346	0.310155684	1.815733307	1.149417833	1.867392567	0.873437099	0.370198506	1.426617092	0.893377243	0.965352196
TFRC	6.457936057	4.865248425	4.402972482	4.646659713	6.326456504	5.607479292	5.059710332	4.664193157	4.713576211	7.84766534	6.856312304	4.15271246
TG	0.01047893	0.025539172	0.093913864	0.170455987	0.007075557	0.084701725	0.091994478	0.018191688	0.027416753	2.065054188	0.064838596	0.191436572
TGDS	3.451868389	2.077602194	3.073729078	1.830324375	3.453039837	2.994905503	3.072328916	3.262714322	1.994654482	2.52826532	3.051186166	2.708957428
TGFA	3.069922218	3.031645032	2.602798963	3.601999298	2.557096476	2.697777944	2.466102176	2.237774246	5.437871948	1.68723443	2.750859828	3.51963757
TGFB1	2.795917141	3.99713873	5.528281644	5.796459821	2.773056773	3.818479365	4.968285481	2.620059539	6.530367626	5.447453074	4.667353194	4.860042706
TGFB1I1	2.340365127	2.687500859	3.514295821	1.122924564	2.364025204	2.017934548	2.617210602	1.923372479	2.801429584	3.420126074	1.845635853	3.561456924
TGFB2	0.338765704	0.802467588	1.918525976	0.490359716	0.881303966	0.811506039	2.88816176	0.25057167	0.669790313	4.563025516	1.328807243	2.529450946
TGFB3	0.590085335	0.95405535	3.239849074	0.6354837	0.82705444	0.883409017	1.358109993	0.967762306	2.163402223	1.896714756	1.300391257	2.440450991
TGFBI	5.480490277	2.832356395	4.132470149	4.730566629	3.45043549	2.933823841	4.821704319	1.88731244	6.557355413	5.277818693	5.521498473	3.800650311
TGFBR1	3.382840468	2.156054306	3.812378293	3.317633744	4.789585284	5.194222797	4.075995356	3.168480068	3.445236208	3.389626184	4.330866243	4.3195605
TGFBR2	3.565278189	5.160985143	6.528748955	2.522261559	5.658961556	4.818671656	5.499816607	5.322399702	4.005352228	2.482938193	3.683328655	5.103068704
TGFBR3	3.251055534	1.286223433	3.755750039	0.842833924	1.152414918	1.008928636	2.111996252	1.20218663	0.520000584	2.207328002	1.11765861	1.930536378
TGFBR3L	0.973452643	0.267841773	0.135903232	0.621241439	0.148354397	0.178315139	0.219139303	0.528666903	0.133372615	0.219851293	0.488931158	0.275019362
TGFBRAP1	3.269151218	3.060527261	3.947868384	3.005778373	3.463363376	3.491389053	3.104389088	3.232029037	2.514681762	2.346469133	2.670960816	3.341633149
TGIF1	2.944810283	3.087040653	2.904766815	3.384428734	3.095108445	3.264990525	3.666807151	3.808376325	3.405511361	2.664926853	4.255188382	4.064770997
TGIF2	2.628913359	3.922751967	3.584747607	3.743191764	2.62458936	4.161584309	3.39634361	3.808024611	1.9383407	2.811222117	1.995766496	3.26858718
TGM1	1.162499268	0.511820142	0.478868943	7.564408408	0.399125477	0.681748491	0.693103478	0.570809968	6.348621896	1.711595106	2.777748404	0.74448156
TGM2	2.776746195	4.696964119	5.603156427	2.126424146	3.40639152	5.558468331	5.193428535	2.028251884	3.906842317	2.786671378	4.002239405	7.010821709
TGOLN2	5.003112055	5.811593334	5.992284204	4.64578137	6.536814684	5.890204881	5.673507308	5.183858789	4.73741613	4.08338316	5.135526887	5.570674971
TGS1	3.795645886	4.063894395	3.142258279	2.468932501	2.833628158	3.778885095	3.481878674	3.270054454	2.787241557	3.26543197	3.110836698	3.120021723
THADA	1.536237501	2.543843572	2.654908869	2.18942362	2.279343888	2.557134192	2.069877463	2.308004143	2.312635599	1.852102596	2.356612727	1.884692584
THAP1	2.779707337	2.948708317	2.349760499	2.133448968	2.070766936	1.592221004	2.638273732	2.441546757	2.115825233	2.512314709	2.061237358	2.143041689
THAP10	1.200979446	2.190183852	1.074901571	1.196854807	0.994502312	1.236452297	0.998859962	2.0565834	1.124061085	2.204140158	1.461135493	1.157132009
THAP11	2.847140605	3.494021484	3.323267641	4.159509276	3.628235582	3.758124651	2.880634537	2.773074206	3.951615579	4.387605505	4.00229126	3.76476694
THAP2	0.762352886	0.777482388	1.147956369	1.043452794	0.885106288	0.548119883	0.91405653	1.114410628	0.653177088	0.885330454	1.235009457	1.413642205
THAP3	1.697777376	1.185796876	1.412293645	1.184893174	1.64165993	1.111177349	1.14311398	1.376147088	0.990376451	1.667775998	1.707112028	1.613491597
THAP4	4.31967226	4.277874865	3.518552338	4.141645841	4.155905049	3.98063271	3.562880999	3.982315502	4.123667175	4.442753555	4.48467799	4.147619838
THAP5	2.416322317	2.151240463	2.632946852	1.961466152	1.916306926	1.621991311	2.891219055	2.576832272	2.622460235	2.569249884	2.280726684	2.419971972
THAP6	1.361233862	1.39272471	1.835589782	1.28683436	1.943762485	1.4561756	1.519893222	1.324624065	1.413139192	1.486645939	1.27409901	1.856057739
THAP7	2.567332379	2.220351606	2.274904111	3.570008817	2.069853173	2.43502186	1.884154294	2.641954672	2.170093225	3.524393407	2.795656409	2.995555636
THAP8	1.383872776	1.420339363	1.809999678	2.014390108	1.465636649	1.552377327	1.478083542	1.562860153	1.439099454	2.574996691	1.839248423	1.833136439
THAP9	0.956348334	0.962363657	1.30126714	1.510942613	1.692889508	0.982205348	1.3842658	1.143532827	0.839010376	1.313627679	1.038770605	1.406420471
THBD	1.601318885	2.816712819	4.591713185	5.852636141	2.56759959	3.041833182	4.617045354	2.469326827	8.552211874	4.00729395	6.256159093	3.192920766
THBS1	3.339636845	3.83510401	7.119328272	1.950400007	4.627314934	3.889852758	6.675976932	3.535956487	6.808452254	4.321743977	4.462551963	6.756858633
THBS2	2.76606063	3.51375698	5.649388363	1.205788304	2.634174178	4.012130813	4.242099022	1.583312648	3.674310472	5.155251893	1.89369528	6.188902025
THBS3	2.279412842	2.118538835	3.343330168	2.083912208	2.435597498	2.534609813	2.177863067	2.40825514	1.969474334	2.113345022	1.868344743	3.036437793
THBS4	0.969864444	0.326823553	7.401539602	0.235333504	0.584159455	0.109027896	3.826316229	0.137101342	0.331110484	1.154745434	1.705038042	2.395035316
THEM4	3.115042236	3.245127914	2.561402153	2.204685237	2.508603532	3.057121735	2.711161042	2.009826362	1.394940365	1.934085723	2.802992828	2.404791117
THEM5	2.858232632	3.811829277	1.065554329	2.152405446	1.902759123	3.164829447	2.264296499	2.912983393	0.391772467	3.107973264	3.735084532	0.783893236
THEM6	4.019772156	5.313189103	3.596987976	3.714258894	4.547764497	6.13872769	4.703707218	3.833392762	2.14586294	4.982362519	4.471098511	4.030299885
THEMIS	0.08442529	0.113736331	1.156394836	0.250173154	0.097418189	0.661266988	0.784859532	0.03888336	0.245942388	0.271752424	0.293869468	0.893918746
THEMIS2	1.21013242	1.367352915	3.398116895	1.789195183	1.225486121	2.795505722	3.098516338	1.597018635	2.417274831	1.195612072	1.95473839	4.366151324
THG1L	1.784340786	2.412002461	1.818960168	1.776900496	1.934131388	1.935844812	1.602386991	1.670150535	1.911067085	3.198887554	2.239092033	2.179210536
THNSL1	1.31923497	1.157373629	1.237869582	1.452860642	2.553128152	1.680243551	0.769666797	2.681786796	1.41319276	1.821568692	1.052497582	1.369600855
THNSL2	1.415863919	0.051118856	1.056317432	0.10584259	2.533360542	0.125785932	0.279411151	0.041645121	1.876303671	0.680321362	1.994524054	0.841653072
THOC1	2.264879668	2.093039279	1.980229104	2.3736752	2.281619521	2.125930129	2.562229716	2.96259849	1.781719466	2.330598287	2.08811516	2.255631379
THOC2	3.909192352	3.358991868	3.995276937	2.936695057	3.97363826	3.822685814	3.656636738	4.164893817	3.153959358	3.122107341	2.834006756	3.387063943
THOC3	2.031433524	2.669293629	1.709700795	2.563054621	2.283148376	1.411761216	1.610911837	1.863388849	2.544030283	4.589613074	3.527650493	2.082084071
THOC5	2.01023665	1.950247878	2.161379722	2.378582876	1.631360101	2.262774033	1.872465174	2.129923968	2.380964979	3.036051002	2.04077581	1.987014152
THOC6	3.350088607	3.093532203	3.011325353	4.119078772	3.287058379	3.4575646	3.190233304	3.243041084	3.624305845	4.868428632	4.11149003	3.377760061
THOC7	4.285069966	4.463158202	3.944834718	4.599522088	3.957338629	4.15304674	3.990355414	5.118968249	4.21011586	4.65028706	4.259618882	3.831926348
THOP1	3.670053607	2.988403061	2.33080699	3.269114862	2.212028353	3.049608171	2.680659521	2.440554248	2.983722109	4.576966364	2.812440438	2.141022648
THRA	3.881371997	3.270577277	3.118079052	2.132403996	3.663917509	3.824527696	3.494559136	3.358656128	2.913629323	1.919880561	1.64398431	3.730845429
THRAP3	5.211607962	4.606418201	4.866288432	4.616211552	5.140123142	5.186125992	4.4816087	4.270045273	5.034427643	4.459038547	4.907856047	4.725037237
THRB	0.16974802	1.982320957	2.590737713	1.178692732	1.893900233	1.447640903	1.786468374	1.964707902	0.367015283	0.444080175	0.74908067	1.193158712
THSD1	1.207197446	0.806446735	1.541579227	1.032244329	0.510985391	0.784346311	1.116965141	0.725934487	1.970286156	1.005923184	1.164383908	1.045669749
THSD4	1.180585216	1.621519856	1.928847226	2.086004275	1.076777971	0.897374173	2.102129364	0.136980002	0.546999522	0.517288171	1.110015751	2.213959078
THSD7A	0.14461955	0.672890739	1.702495085	0.08819902	0.445526828	0.408546812	0.573976629	0.369484031	0.046808138	0.265318922	0.164852341	0.732100502
THTPA	1.018851165	1.13647563	1.054671853	1.006252575	0.617533719	1.16383102	1.214508355	1.046629396	0.605213685	1.248028583	0.959379489	0.871310345
THUMPD1	3.466370281	3.698738919	3.600191624	2.916814073	3.772884126	3.142226995	3.083176234	3.59678809	2.906105857	3.069566221	3.454327146	3.6729502
THUMPD2	1.94912598	1.976522159	2.107078752	2.348498917	1.84302285	2.156897826	2.537741346	2.359572838	2.080563246	2.388502653	2.261094886	1.70404966
THUMPD3	2.926186528	2.97186372	2.790246068	3.271786321	2.777270128	2.750541816	2.797569415	2.751303643	2.380530872	2.567585481	2.538180131	2.599894217
THY1	2.737158293	2.802148948	4.923104933	0.902327059	2.441965547	3.112999553	4.419126557	3.243592741	3.156501267	4.819318437	2.313449195	5.190713533
THYN1	2.822501169	3.024320623	3.308085755	3.111196097	3.285297925	3.079530644	2.81068489	3.109838274	2.055189701	3.754459056	3.133360019	2.810587369
TIA1	3.399970084	3.39562688	4.149733981	3.612293066	3.599408993	3.681833379	3.578588573	3.452236724	3.022496425	3.518613972	3.552095992	4.54247216
TIAF1	1.37152491	0.687536137	0.926334306	0.597402226	1.064977338	0.618114667	1.112665655	0.721116722	1.394083093	0.468758526	0.364731351	1.517554643
TIAL1	3.606595293	3.744647901	3.556219112	3.284871081	3.764129852	3.640066602	3.43057677	3.682248402	3.238655272	3.695726297	3.826301485	3.765517535
TIAM1	0.152222441	0.311594291	1.730973812	3.321086651	0.672780627	0.80086425	1.071972934	0.199081832	3.41826601	1.229472061	1.129639818	1.154311729
